,log
1407,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1408,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1409,"kndcbcdn, kcd, adcbcefdnghn, kdcbcdicd, ijcfbgkddnhlbdni, jncfendgh, mdbcndbcd, kdcn, lcd, kkicndc, jcbdndbdbdbccbcdn, dc, ajdcghhfde, aecifegm, kdn, lbdc, fcd, jdbdbdbccd, kcdn, aigecbfchngc, aaghdfc, kcd, lfbcd, kndcbcbbcbdcbdcdnbdbcdc, kc, ldcn, adgnfeh, lndc, kdcbncd, ac, k, kcl, lcn, kdc, cbdidcgh, lhcbjd, lndbccdbcdbc, kcbdcbcbda, ldcbcd, bidfedcbnghcd, mjdbgahfcbddcbdcbcdnbdbcdc, kcndbcdcbddk, ldabchbndbccd, lncdbcbcd, adbdbcncdbicnbdgnhcfne, ldc, dcfcdbdnc, adcifegh, kcdn, kcdbndc"
1410,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1411,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1412,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1413,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1414,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1415,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1416,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1417,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1418,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1419,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1420,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1421,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1422,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1423,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1424,"kjbaghefeg, kjoboghe, jkbagheghfeghiliih, jkfba, jobkacdfbagehihgh, kojbagechdafeofeha, jkbah, kjbkhihoa, kjbafegho, jkbgiahf, jbkafcbagefcdbahdbhbafcdebagehcidbdoighcofbadcghihibhiageohfokf, kojfebafdcbahcgocbagehifhhihf, jbfa, kjfba, jbafdcbacfobaefd, jkbfoeaf, kjobaf, jokbghanmagehfeohgohhih, akoaf, kkbacdfbfamdbafoef, kjbfeaghihedf, jkbadfoecbafhihkh, jkbafdefcfbadckehfabifi, jkaandfeobagdhoiabhcofegefehofefihin, kjagehihgh, jkbafegh, jbaodcfaocdgfah, kjbafoefeof, ljbadcbfa, jkbagefehihgccih, kjghba, cbadfca, kjiadocnfaeghdichobacgbadhihaenifh, jkbadhginhgalhfecdgebfhdcfdbf, jkbakgogh, dbghkaefo, kojbaghih, jkgebojacdbahgeahiho, kojgbaiihifhhf, kbaodkghebgaodcehblfahefohef, lbacnhbokhihf, kjbeghiheofen, kjbaheeghfehighihihnho, jbagihihih, kghibhidbacdhgiahbjg, jkbhaiggh, njbgajeblceglehifehioh, kjbgfhihih, jbaf, kfabdcbacdbagehhgehiehgheihgieohighefefegehfegh"
1425,"anmbnkc, abmk, fdgngimk, bamk, fdghimj, lcamj, ablck, efhnigdj, fdghek, bncclnm, fdgemnji, dmfghlji, edfghimk, abcjk, fedghlik, fkfgnlhji, abclk, bncal, abcljn, fgndhimk, amjbc, defgmij, efghmdnik, abmk, dfglhi, amcmk, ablj, efgljhi, anmbkc, amlcl, bcak, efndghik, daghimk, bcmja, enfdgljhi, ednfghmnikn, fdheiglk, iacmj, dfgehlh, fgdemhij, egnfdlknhi, alhjc, endgmjh, jbbj, fegdhlij, dfedhimk, enfgilk, alkbc, bcanlk, defghilk"
1426,"anmbnkc, abmk, fdgngimk, bamk, fdghimj, lcamj, ablck, efhnigdj, fdghek, bncclnm, fdgemnji, dmfghlji, edfghimk, abcjk, fedghlik, fkfgnlhji, abclk, bncal, abcljn, fgndhimk, amjbc, defgmij, efghmdnik, abmk, dfglhi, amcmk, ablj, efgljhi, anmbkc, amlcl, bcak, efndghik, daghimk, bcmja, enfdgljhi, ednfghmnikn, fdheiglk, iacmj, dfgehlh, fgdemhij, egnfdlknhi, alhjc, endgmjh, jbbj, fegdhlij, dfedhimk, enfgilk, alkbc, bcanlk, defghilk"
1427,"anmbnkc, abmk, fdgngimk, bamk, fdghimj, lcamj, ablck, efhnigdj, fdghek, bncclnm, fdgemnji, dmfghlji, edfghimk, abcjk, fedghlik, fkfgnlhji, abclk, bncal, abcljn, fgndhimk, amjbc, defgmij, efghmdnik, abmk, dfglhi, amcmk, ablj, efgljhi, anmbkc, amlcl, bcak, efndghik, daghimk, bcmja, enfdgljhi, ednfghmnikn, fdheiglk, iacmj, dfgehlh, fgdemhij, egnfdlknhi, alhjc, endgmjh, jbbj, fegdhlij, dfedhimk, enfgilk, alkbc, bcanlk, defghilk"
1428,"anmbnkc, abmk, fdgngimk, bamk, fdghimj, lcamj, ablck, efhnigdj, fdghek, bncclnm, fdgemnji, dmfghlji, edfghimk, abcjk, fedghlik, fkfgnlhji, abclk, bncal, abcljn, fgndhimk, amjbc, defgmij, efghmdnik, abmk, dfglhi, amcmk, ablj, efgljhi, anmbkc, amlcl, bcak, efndghik, daghimk, bcmja, enfdgljhi, ednfghmnikn, fdheiglk, iacmj, dfgehlh, fgdemhij, egnfdlknhi, alhjc, endgmjh, jbbj, fegdhlij, dfedhimk, enfgilk, alkbc, bcanlk, defghilk"
1429,"anmbnkc, abmk, fdgngimk, bamk, fdghimj, lcamj, ablck, efhnigdj, fdghek, bncclnm, fdgemnji, dmfghlji, edfghimk, abcjk, fedghlik, fkfgnlhji, abclk, bncal, abcljn, fgndhimk, amjbc, defgmij, efghmdnik, abmk, dfglhi, amcmk, ablj, efgljhi, anmbkc, amlcl, bcak, efndghik, daghimk, bcmja, enfdgljhi, ednfghmnikn, fdheiglk, iacmj, dfgehlh, fgdemhij, egnfdlknhi, alhjc, endgmjh, jbbj, fegdhlij, dfedhimk, enfgilk, alkbc, bcanlk, defghilk"
1430,"anmbnkc, abmk, fdgngimk, bamk, fdghimj, lcamj, ablck, efhnigdj, fdghek, bncclnm, fdgemnji, dmfghlji, edfghimk, abcjk, fedghlik, fkfgnlhji, abclk, bncal, abcljn, fgndhimk, amjbc, defgmij, efghmdnik, abmk, dfglhi, amcmk, ablj, efgljhi, anmbkc, amlcl, bcak, efndghik, daghimk, bcmja, enfdgljhi, ednfghmnikn, fdheiglk, iacmj, dfgehlh, fgdemhij, egnfdlknhi, alhjc, endgmjh, jbbj, fegdhlij, dfedhimk, enfgilk, alkbc, bcanlk, defghilk"
1431,"anmbnkc, abmk, fdgngimk, bamk, fdghimj, lcamj, ablck, efhnigdj, fdghek, bncclnm, fdgemnji, dmfghlji, edfghimk, abcjk, fedghlik, fkfgnlhji, abclk, bncal, abcljn, fgndhimk, amjbc, defgmij, efghmdnik, abmk, dfglhi, amcmk, ablj, efgljhi, anmbkc, amlcl, bcak, efndghik, daghimk, bcmja, enfdgljhi, ednfghmnikn, fdheiglk, iacmj, dfgehlh, fgdemhij, egnfdlknhi, alhjc, endgmjh, jbbj, fegdhlij, dfedhimk, enfgilk, alkbc, bcanlk, defghilk"
1432,"anmbnkc, abmk, fdgngimk, bamk, fdghimj, lcamj, ablck, efhnigdj, fdghek, bncclnm, fdgemnji, dmfghlji, edfghimk, abcjk, fedghlik, fkfgnlhji, abclk, bncal, abcljn, fgndhimk, amjbc, defgmij, efghmdnik, abmk, dfglhi, amcmk, ablj, efgljhi, anmbkc, amlcl, bcak, efndghik, daghimk, bcmja, enfdgljhi, ednfghmnikn, fdheiglk, iacmj, dfgehlh, fgdemhij, egnfdlknhi, alhjc, endgmjh, jbbj, fegdhlij, dfedhimk, enfgilk, alkbc, bcanlk, defghilk"
1433,"anmbnkc, abmk, fdgngimk, bamk, fdghimj, lcamj, ablck, efhnigdj, fdghek, bncclnm, fdgemnji, dmfghlji, edfghimk, abcjk, fedghlik, fkfgnlhji, abclk, bncal, abcljn, fgndhimk, amjbc, defgmij, efghmdnik, abmk, dfglhi, amcmk, ablj, efgljhi, anmbkc, amlcl, bcak, efndghik, daghimk, bcmja, enfdgljhi, ednfghmnikn, fdheiglk, iacmj, dfgehlh, fgdemhij, egnfdlknhi, alhjc, endgmjh, jbbj, fegdhlij, dfedhimk, enfgilk, alkbc, bcanlk, defghilk"
1434,"anmbnkc, abmk, fdgngimk, bamk, fdghimj, lcamj, ablck, efhnigdj, fdghek, bncclnm, fdgemnji, dmfghlji, edfghimk, abcjk, fedghlik, fkfgnlhji, abclk, bncal, abcljn, fgndhimk, amjbc, defgmij, efghmdnik, abmk, dfglhi, amcmk, ablj, efgljhi, anmbkc, amlcl, bcak, efndghik, daghimk, bcmja, enfdgljhi, ednfghmnikn, fdheiglk, iacmj, dfgehlh, fgdemhij, egnfdlknhi, alhjc, endgmjh, jbbj, fegdhlij, dfedhimk, enfgilk, alkbc, bcanlk, defghilk"
1435,"anmbnkc, abmk, fdgngimk, bamk, fdghimj, lcamj, ablck, efhnigdj, fdghek, bncclnm, fdgemnji, dmfghlji, edfghimk, abcjk, fedghlik, fkfgnlhji, abclk, bncal, abcljn, fgndhimk, amjbc, defgmij, efghmdnik, abmk, dfglhi, amcmk, ablj, efgljhi, anmbkc, amlcl, bcak, efndghik, daghimk, bcmja, enfdgljhi, ednfghmnikn, fdheiglk, iacmj, dfgehlh, fgdemhij, egnfdlknhi, alhjc, endgmjh, jbbj, fegdhlij, dfedhimk, enfgilk, alkbc, bcanlk, defghilk"
1436,"anmbnkc, abmk, fdgngimk, bamk, fdghimj, lcamj, ablck, efhnigdj, fdghek, bncclnm, fdgemnji, dmfghlji, edfghimk, abcjk, fedghlik, fkfgnlhji, abclk, bncal, abcljn, fgndhimk, amjbc, defgmij, efghmdnik, abmk, dfglhi, amcmk, ablj, efgljhi, anmbkc, amlcl, bcak, efndghik, daghimk, bcmja, enfdgljhi, ednfghmnikn, fdheiglk, iacmj, dfgehlh, fgdemhij, egnfdlknhi, alhjc, endgmjh, jbbj, fegdhlij, dfedhimk, enfgilk, alkbc, bcanlk, defghilk"
