,log
1356,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1357,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1358,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1359,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1360,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1361,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1362,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1363,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1364,"dfdgcaedghg, doegodcab, dceagbd, diodjkjkjkj, dgfedeidedjkghkggjgedegdhedfhejd, dca, cdbedag, dedgojeoghghhgcdhanb, dbc, dbac, iojkmjd, dgfidejkjkj, b, bcdaed, dcba, dbca, if, dcojabgdhg, cadbedoghgeoddeghg, dgekhigfjknkjkj, dgindj, difedjg, dijlkjokjjkjk, cadboedghg, bcdedggegdgdeghdghg, dcobagd, degdhfjkjg, bcadedggedhgho, fijj, deodgiflkj, dijkj, dbaeodc, dcoba, gedgehddifj, egocbeaeddhdedegdegdhogehjedghegieodedghegdeodh, dgbhace, bodca, decbghghghdagohghgg, ncboedaoghghgo, decdoaeodgbhgehdgeedghgedg, fjkjdkijgkhkgedhgjhg, dcbeaogd, dbcj, dcbj, dijl, deagacd, dedbaghg, jdij, diedfjjog, fijdeghlgdggohghegbgedhh"
1365,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1366,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1367,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1368,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1369,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1370,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1371,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1372,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1373,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1374,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1375,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1376,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1377,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1378,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1379,"bca, fe, bca, da, bca, fe, a, fe, fe, ef, dglliaj, da, bca, enf, eg, fe, injhknliniakl, bca, e, ef, fe, bnca, jklihda, bca, fe, dda, fe, fe, bca, ef, fe, fe, fe, bca, fe, iklj, fe, mca, jiakl, bfa, da, dgjiakl, fe, fe, kgla, cna, fe, ef, fe, fe"
1380,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1381,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1382,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1383,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1384,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1385,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1386,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1387,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1388,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1389,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1390,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1391,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1392,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1393,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1394,"aobejgkj, l, l, l, m, abichfgiikcejchi, mo, abofghikk, abch, l, m, l, ifigchbeckjh, m, abhiod, l, m, m, m, m, m, abgkhjcihcieo, m, l, f, m, l, b, m, l, abhfgjk, abefgojk, l, m, l, l, l, l, l, lo, m, adfhiogkj, l, abdhighice, cbdihcioh, mo, abdhiece, n, aobnhoicni, mo"
1395,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1396,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1397,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1398,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1399,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1400,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1401,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1402,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1403,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1404,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1405,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1406,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1407,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1408,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1409,"gbcb, befd, gg, ag, afdp, aedfpijfdiepjefd, aefdp, aefd, cbg, bg, bcefpbdcbccb, kggh, ledpfijj, hgl, gl, ahfdijefdijdipjpdg, lfdijfed, kghghg, gbhhg, lfped, kg, kfdijedf, lg, kfedijfepddjadijeedfajedfijpfoe, gkhg, kedf, kpgh, kghghghghghghg, gb, kg, aedf, bcbg, ng, afdpe, bcbfhghghgp, afdepijefd, gl, kfed, aefdp, lfedijfdep, kg, afed, dpel, apedf, ghga, kpfedpjefdijedipfjfed, afde, lg, lg, gbhgbcb"
1410,"kla, kla, cfegbg, doijg, kla, kla, kla, kla, klao, defghgbg, cfeghghgh, cofegdgo, defg, kola, defghghgbghghgbogbog, ilh, ciojghghg, kla, cfeoghghgbg, kloa, lijghg, kla, kba, dijgbb, bla, cijghgobgo, kla, kla, kla, kla, ceghmbghemgg, dfehg, la, defjhdbgbogghg, klao, dijghgohgo, ef, doeghg, kla, lao, cijghghogjghogokgbghg, kla, cefg, ceg, kla, kla, cijhg, kla, dmjghgbghghhghghghg, dfoe"
